corpus,drama,figure_surface,figure_id,Gender,Age
gdc,v3mx.0,Lackey,lackey,MALE,
gdc,v3mx.0,Sorger,sorger,MALE,
gdc,v3mx.0,Fortunat,fortunat,MALE,
gdc,v3mx.0,Materialistenjunge,materialistenjunge,MALE,
gdc,v3mx.0,Lieschen,lieschen,FEMALE,
gdc,v3mx.0,Cathrine,cathrine,FEMALE,
gdc,v3mx.0,Goldschmidtsjunge,goldschmidtsjunge,MALE,
gdc,v3mx.0,Strom,strom,MALE,
gdc,v3mx.0,Richardinn,richardinn,FEMALE,
gdc,v3mx.0,Renner,renner,MALE,
gdc,v3mx.0,Friedrich,friedrich,MALE,
gdc,v3mx.0,Sylvester,sylvester,MALE,
gdc,v3mx.0,Fiekchen,fiekchen,FEMALE,
gdc,v3mx.0,Tabletkrämer,tabletkraemer,MALE,
gdc,v3mx.0,Sylvesterinn,frau_sylvesterinn,FEMALE,
