corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,k8cn.0,daphne,9,
gdc,k8cn.0,tomaso,15,
gdc,k8cn.0,chor_2-11,17,
gdc,k8cn.0,fraenzl,3,
gdc,k8cn.0,jakob,13,
gdc,k8cn.0,volpino,0,
gdc,k8cn.0,lisel,1,
gdc,k8cn.0,fraeule,5,
gdc,k8cn.0,peter,14,
gdc,k8cn.0,herr_von_baer,6,
gdc,k8cn.0,frau_von_habicht,4,
gdc,k8cn.0,dardos,12,
gdc,k8cn.0,chor_3-23,19,
gdc,k8cn.0,chor_3-16,18,
gdc,k8cn.0,tirus,11,
gdc,k8cn.0,chor_1-16,16,
gdc,k8cn.0,johann,2,
gdc,k8cn.0,herr_von_wolf,7,
gdc,k8cn.0,chloe,8,
gdc,k8cn.0,ganymedes,10,
