corpus,drama,figure_surface,figure_id,Gender,Age
corpus,drama,begin,end,Speaker.figure_surface,Speaker.figure_id,Token.surface,Token.pos,Token.lemma,length,Mentioned.figure_surface,Mentioned.figure_id
gdc,tvb0.0,ERSTER RAT,erster_rat,,
gdc,tvb0.0,ZWEITER RAT,zweiter_rat,,
gdc,tvb0.0,GRAF ABGRUND,graf_abgrund,,
gdc,tvb0.0,OKURIRASÛNA,okurirasûna,,
gdc,tvb0.0,DRITTER RAT,dritter_rat,,
gdc,tvb0.0,VIERTER RAT,vierter_rat,,
gdc,tvb0.0,FÜNFTER RAT,fünfter_rat,,
gdc,tvb0.0,SECHSTER RAT,sechster_rat,,
gdc,tvb0.0,LEKAFOLIRÂM,lekafolirâm,,
gdc,tvb0.0,MESMEIMÔNIO,mesmeimônio,,
gdc,tvb0.0,Okurirasûna,de,"Scheerbart, Paul",118606816,,,0,1904,0,0
