corpus,drama,figure_surface,figure_id,Gender,Age
gdc,tz39.0,Miller,miller,MALE,
gdc,tz39.0,Ferdinand,ferdinand,MALE,
gdc,tz39.0,Wurm,wurm,MALE,
gdc,tz39.0,Millerin,millerin,FEMALE,
gdc,tz39.0,Sophie,sophie,FEMALE,
gdc,tz39.0,Bedienter,bedienter,MALE,
gdc,tz39.0,Luise,luise,FEMALE,
gdc,tz39.0,Hofmarschall von Kalb,hofmarschall,MALE,
gdc,tz39.0,Alle Bediente,alle_bediente,UNKNOWN,
gdc,tz39.0,Kammerdiener (IV/9),kammerdiener_4-9,MALE,
gdc,tz39.0,Lady Milford,lady,FEMALE,
gdc,tz39.0,Kammerdiener (II/2),kammerdiener_2-2,MALE,
gdc,tz39.0,Kammerdiener (III/1),kammerdiener_3-1,MALE,
gdc,tz39.0,Präsident von Walter,praesident,MALE,
gdc,tz39.0,Kammerdiener (IV/1),kammerdiener_4-1,MALE,
gdc,tz39.0,Ein Kammerdiener (I/5),ein_kammerdiener_1-5,MALE,
gdc,tz39.0,Ein Kammerdiener (IV/6),ein_kammerdiener_4-6,MALE,
