corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
gdc,rjdc.0,401,19986,0,415,7803,0
gdc,rjdc.0,401,19986,0,7816,8778,0
gdc,rjdc.0,401,19986,0,8791,10847,0
gdc,rjdc.0,401,19986,0,10861,13283,0
gdc,rjdc.0,401,19986,0,13296,19986,0
gdc,rjdc.0,20002,40858,0,20016,20730,0
gdc,rjdc.0,20002,40858,0,20743,24704,0
gdc,rjdc.0,20002,40858,0,24718,31864,0
gdc,rjdc.0,20002,40858,0,31878,32537,0
gdc,rjdc.0,20002,40858,0,32550,34193,0
gdc,rjdc.0,20002,40858,0,34207,39922,0
gdc,rjdc.0,20002,40858,0,39936,40858,0
gdc,rjdc.0,40874,65105,0,40888,42730,0
gdc,rjdc.0,40874,65105,0,42743,44068,0
gdc,rjdc.0,40874,65105,0,44082,44755,0
gdc,rjdc.0,40874,65105,0,44769,47258,0
gdc,rjdc.0,40874,65105,0,47272,48534,0
gdc,rjdc.0,40874,65105,0,48547,51282,0
gdc,rjdc.0,40874,65105,0,51295,55490,0
gdc,rjdc.0,40874,65105,0,55504,58318,0
gdc,rjdc.0,40874,65105,0,58331,60675,0
gdc,rjdc.0,40874,65105,0,60688,63961,0
gdc,rjdc.0,40874,65105,0,63974,65105,0
