corpus,drama,figure_surface,figure_id,Gender,Age
gdc,v3w3.0,Die junge Frau,die_junge_frau,FEMALE,
gdc,v3w3.0,Stubenmädchen,stubenmaedchen,FEMALE,
gdc,v3w3.0,Der Soldat,soldat,MALE,
gdc,v3w3.0,Der Graf,graf,MALE,
gdc,v3w3.0,Die Dirne,dirne,FEMALE,
gdc,v3w3.0,Stubenmädchen (letzte Szene),stubenmaedchen_letzte_szene,FEMALE,
gdc,v3w3.0,Die Schauspielerin,schauspielerin,FEMALE,
gdc,v3w3.0,Der Dichter,der_dichter,MALE,
gdc,v3w3.0,Der junge Herr,der_junge_herr,MALE,
gdc,v3w3.0,Der Gatte,der_gatte,MALE,
gdc,v3w3.0,Das süße Mädel,das_suesse_maedel,FEMALE,
