corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,swzz.0,die_kurtisane,30,
gdc,swzz.0,zwei_aeltere_engel,35,
gdc,swzz.0,teufel,32,
gdc,swzz.0,ein_engel_1-2b,6,
gdc,swzz.0,ein_engel_1-2i,13,
gdc,swzz.0,ein_engel_1-2d,8,
gdc,swzz.0,zweiter_edelmann,26,
gdc,swzz.0,dritter_edelmann,27,
gdc,swzz.0,ein_engel_1-2a,5,
gdc,swzz.0,maria_magdalena,17,
gdc,swzz.0,ein_engel_1-2f,10,
gdc,swzz.0,priester,34,
gdc,swzz.0,burcard,28,
gdc,swzz.0,die_anwesenden,43,
gdc,swzz.0,der_papst,19,
gdc,swzz.0,verschiedene_engel_alle_engel_1-2,36,
gdc,swzz.0,maria,15,
gdc,swzz.0,erster_edelmann,25,
gdc,swzz.0,don_giovanni,23,
gdc,swzz.0,ein_engel_1-2g,11,
gdc,swzz.0,lesender_engel,33,
gdc,swzz.0,donna_sancia,20,
gdc,swzz.0,chor_der_apostel,38,
gdc,swzz.0,gott_vater,3,
gdc,swzz.0,erster_engel,0,
gdc,swzz.0,die_maedchen,42,
gdc,swzz.0,chor_mehrstimmiges_graduale,40,
gdc,swzz.0,christus,16,
gdc,swzz.0,die_maertyrer,39,
gdc,swzz.0,zweiter_engel,1,
gdc,swzz.0,francesco_borgia,22,
gdc,swzz.0,cherubim,4,
gdc,swzz.0,dritter_engel,2,
gdc,swzz.0,schlussgesang_der_vesper,41,
gdc,swzz.0,ein_engel_1-2c,7,
gdc,swzz.0,die_vorauseilenden_aelteren_juengeren_engel_1-5,37,
gdc,swzz.0,ein_engel_1-2h,12,
gdc,swzz.0,don_gioffre,18,
gdc,swzz.0,eines_der_maedchen,29,
gdc,swzz.0,bote,14,
gdc,swzz.0,rodrigo_borgia,31,
gdc,swzz.0,ein_engel_1-2e,9,
gdc,swzz.0,lucrezia,21,
gdc,swzz.0,cesare,24,
