corpus,drama,figure_surface,figure_id,Gender,Age
gdc,wf6k.0,Seibelstorfer,seibelstorfer,MALE,
gdc,wf6k.0,Viele Ritter,die_ritter,MALE,
gdc,wf6k.0,Hans Zenger,hans_zenger,MALE,
gdc,wf6k.0,Percifal Zenger,percifal_zenger,MALE,
gdc,wf6k.0,Wachen,wachen,MALE,
gdc,wf6k.0,Zweiter Marschall,zweiter_marschall,MALE,
gdc,wf6k.0,Sandizeller,sandizeller,MALE,
gdc,wf6k.0,Wache,wache,MALE,
gdc,wf6k.0,Agnes,agnes,FEMALE,
gdc,wf6k.0,Thorringer,thorringer,MALE,
gdc,wf6k.0,Oberrichter,oberrichter,MALE,
gdc,wf6k.0,Bürgermeister,buergermeister,MALE,
gdc,wf6k.0,Emershofen,emershofen,MALE,
gdc,wf6k.0,Preisinger,preisinger,MALE,
gdc,wf6k.0,Waffenknecht,waffenknecht,MALE,
gdc,wf6k.0,Tore,tore,MALE,
gdc,wf6k.0,Maxelrainer,maxelrainer,MALE,
gdc,wf6k.0,Gundelfing,gundelfing,MALE,
gdc,wf6k.0,Erster Marschall,erster_marschall,MALE,
gdc,wf6k.0,Albrecht,albrecht,MALE,
gdc,wf6k.0,Der Vicedom zu Straubing,vicedom,MALE,
gdc,wf6k.0,Zweiter Bürgermeister,zweiter_buergermeister,MALE,
gdc,wf6k.0,Pienzenauer,pienzenauer,MALE,
gdc,wf6k.0,Frauen,frauen,FEMALE,
gdc,wf6k.0,Tuchsenhauser,tuchsenhauser,MALE,
gdc,wf6k.0,Knechte,knechte,MALE,
gdc,wf6k.0,Ernst,ernst,MALE,
