corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,v3q4.0,chor_der_soldaten,17,
gdc,v3q4.0,zsupans_gruppe,14,
gdc,v3q4.0,chor_der_schiffer,2,
gdc,v3q4.0,chor_der_zigeunerinnen,16,
gdc,v3q4.0,barinkay,3,
gdc,v3q4.0,chor,11,
gdc,v3q4.0,chor_der_zigeuner,13,
gdc,v3q4.0,allgemeiner_chor,18,
gdc,v3q4.0,pali,9,
gdc,v3q4.0,ottokar,0,
gdc,v3q4.0,mirabella,7,
gdc,v3q4.0,czipra,1,
gdc,v3q4.0,graf_homonay,10,
gdc,v3q4.0,barinkays_gruppe,15,
gdc,v3q4.0,carnero,4,
gdc,v3q4.0,saffi,5,
gdc,v3q4.0,zsupan,6,
gdc,v3q4.0,chor_der_maedchen,12,
gdc,v3q4.0,arsena,8,
