corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
gdc,pkhc.0,Frau Nadja Bielew,de,Carl Hauptmann,118546910,,,0,0,0,0
