corpus,drama,figure_surface,figure_id,Gender,Age
gdc,ger000587,Johanna,johanna,FEMALE,
gdc,ger000587,Walter,walter,MALE,
gdc,ger000587,Verwalter,verwalter,MALE,
gdc,ger000587,Berthold,berthold,MALE,
gdc,ger000587,Müllerin,muellerin,FEMALE,
gdc,ger000587,Jakob Wernau,wernau,MALE,
gdc,ger000587,Alle,alle,UNKNOWN,
gdc,ger000587,Alle junge Leute,alle_junge_leute,UNKNOWN,
gdc,ger000587,Wilhelm,wilhelm,MALE,
gdc,ger000587,Heinrich,heinrich,MALE,
gdc,ger000587,Müller,mueller,MALE,
gdc,ger000587,Sophie,sophie,FEMALE,
