corpus,drama,figure_surface,figure_id,Gender,Age
corpus,drama,begin,end,Speaker.figure_surface,Speaker.figure_id,Token.surface,Token.pos,Token.lemma,length,Mentioned.figure_surface,Mentioned.figure_id
gdc,t977.0,LIDI,lidi,,
gdc,t977.0,FEE,fee,,
gdc,t977.0,ALLE NYMPHEN,alle_nymphen,,
gdc,t977.0,QUECKSILBER,quecksilber,,
gdc,t977.0,STIMME DES HORNES,stimme_des_hornes,,
gdc,t977.0,STIMME DER SCHÄRPE,stimme_der_schärpe,,
gdc,t977.0,STIMME DES STABES,stimme_des_stabes,,
gdc,t977.0,DIE GENIEN,die_genien,,
gdc,t977.0,MATROSEN,matrosen,,
gdc,t977.0,ERSTER MATROSE,erster_matrose,,
gdc,t977.0,TUTU,tutu,,
gdc,t977.0,LINDA,linda,,
gdc,t977.0,ZORAIDE,zoraide,,
gdc,t977.0,HASSAR,hassar,,
gdc,t977.0,BEDIENTE,bediente,,
gdc,t977.0,VOLK,volk,,
gdc,t977.0,QUECKSILBERS DIENER,quecksilbers_diener,,
gdc,t977.0,EINE WACHE,eine_wache,,
gdc,t977.0,ANFÜHRER,anführer,,
gdc,t977.0,ERSTER HUSAR,erster_husar,,
gdc,t977.0,DIE AMAZONEN,die_amazonen,,
gdc,t977.0,CHOR,chor,,
gdc,t977.0,ZADI,zadi,,
gdc,t977.0,SKLAVE,sklave,,
gdc,t977.0,LEIBARZT,leibarzt,,
gdc,t977.0,Der Barometermacher auf der Zauberinsel,de,"Raimund, Ferdinand",118597914,,,1823,1837,1823,0
