corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,x4vx.0,judith,15,
gdc,x4vx.0,klara,11,
gdc,x4vx.0,diakue,6,
gdc,x4vx.0,julia,7,
gdc,x4vx.0,walter,3,
gdc,x4vx.0,offizier_3-2_und_3-4,16,
gdc,x4vx.0,offizier_2-9,14,
gdc,x4vx.0,das_volk_einige_andre_alle_3-5_und_3-6,22,
gdc,x4vx.0,goffier,0,
gdc,x4vx.0,anna,13,
gdc,x4vx.0,baptist,12,
gdc,x4vx.0,offiziere_5-8_und_5-9,25,
gdc,x4vx.0,offizier_1-4,5,
gdc,x4vx.0,offiziere_1-7,20,
gdc,x4vx.0,soldat_1-3,4,
gdc,x4vx.0,soldaten_5-9,26,
gdc,x4vx.0,opku,1,
gdc,x4vx.0,mutter,8,
gdc,x4vx.0,pflanzer,21,
gdc,x4vx.0,einige_1-7,19,
gdc,x4vx.0,dessalines,2,
gdc,x4vx.0,soudry,17,
gdc,x4vx.0,hortensia,9,
gdc,x4vx.0,marie,10,
gdc,x4vx.0,das_volk_alle_5-8_und_5-9,24,
gdc,x4vx.0,offiziere_4-4,23,
gdc,x4vx.0,offizier_4-4,18,
