corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,wzpz.0,der_zweite_edle,7,
gdc,wzpz.0,die_sachsen,11,
gdc,wzpz.0,der_erste_edle,9,
gdc,wzpz.0,elsa,3,
gdc,wzpz.0,mannen_die_maenner_alle_maenner_2,18,
gdc,wzpz.0,die_edelknaben,17,
gdc,wzpz.0,koenig_heinrich,1,
gdc,wzpz.0,die_brabanter,10,
gdc,wzpz.0,lohengrin,4,
gdc,wzpz.0,die_frauen_3-3,24,
gdc,wzpz.0,der_dritte_edle,6,
gdc,wzpz.0,alle_maenner_die_maenner_1,12,
gdc,wzpz.0,brabantische_edle,14,
gdc,wzpz.0,ortrud,5,
gdc,wzpz.0,die_edlen,15,
gdc,wzpz.0,alle_maenner_3-1,21,
gdc,wzpz.0,alle_maenner_die_maenner_ein_teil_der_maenner_3-3,23,
gdc,wzpz.0,die_frauen_1,13,
gdc,wzpz.0,der_vierte_edle,8,
gdc,wzpz.0,vier_edelknaben,16,
gdc,wzpz.0,friedrich,2,
gdc,wzpz.0,die_frauen_2,19,
gdc,wzpz.0,die_frauen_acht_frauen_3-1,22,
gdc,wzpz.0,der_heerrufer,0,
gdc,wzpz.0,des_koenigs_gefolge,20,
