corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,w407.0,generalin,11,
gdc,w407.0,magda,10,
gdc,w407.0,general,6,
gdc,w407.0,frau_schwartze,5,
gdc,w407.0,frau_ellrich,13,
gdc,w407.0,frau_schumann,12,
gdc,w407.0,therese,0,
gdc,w407.0,professor,7,
gdc,w407.0,keller,3,
gdc,w407.0,franziska,8,
gdc,w407.0,pfarrer,9,
gdc,w407.0,schwartze,4,
gdc,w407.0,max,2,
gdc,w407.0,marie,1,
