corpus,drama,figure_surface,figure_id,Gender,Age
gdc,x9rp.0,Rose,rose,UNKNOWN,
gdc,x9rp.0,Fremder Ritter/Strahlenritter,fremder_ritter_strahlenritter,MALE,
gdc,x9rp.0,Junges Mädchen,junges_maedchen,FEMALE,
gdc,x9rp.0,Die Katze,die_katze,UNKNOWN,
gdc,x9rp.0,Flieder,flieder,UNKNOWN,
gdc,x9rp.0,Doge,doge,MALE,
gdc,x9rp.0,Ferne Stimmen in Lüften,ferne_stimmen_in_lueften,UNKNOWN,
gdc,x9rp.0,Dritter Schatten/Hamlet,dritter_schatten_hamlet,MALE,
gdc,x9rp.0,Das Gespenst,das_gespenst,UNKNOWN,
gdc,x9rp.0,Lotus,lotus,UNKNOWN,
gdc,x9rp.0,Zweiter Bauer,zweiter_bauer,MALE,
gdc,x9rp.0,Zweiter Verhüllter,zweiter_verhuellter,MALE,
gdc,x9rp.0,Herakleitos,herakleitos,MALE,
gdc,x9rp.0,Geister des Meeres,geister_des_meeres,UNKNOWN,
gdc,x9rp.0,Päonie,paeonie,UNKNOWN,
gdc,x9rp.0,Immortelle,immortelle,UNKNOWN,
gdc,x9rp.0,Caspar,caspar,MALE,
gdc,x9rp.0,Ahasverus,ahasverus,MALE,
gdc,x9rp.0,Königskerze,koenigskerze,UNKNOWN,
gdc,x9rp.0,Junger Herr,junger_herr,MALE,
gdc,x9rp.0,Stimme aus der Höhe,stimme_aus_der_hoehe,UNKNOWN,
gdc,x9rp.0,Malve,malve,UNKNOWN,
gdc,x9rp.0,Frauenbild/Amanda,frauenbild_amanda,FEMALE,
gdc,x9rp.0,Stimmen des Echos,stimmen_des_echos,UNKNOWN,
gdc,x9rp.0,Kerkermeister,kerkermeister,MALE,
gdc,x9rp.0,Dritter Bauer,dritter_bauer,MALE,
gdc,x9rp.0,Wanderer/Guckkastenmann,wanderer_guckkastenmann,MALE,
gdc,x9rp.0,Schaarwächter,schaarwaechter,MALE,
gdc,x9rp.0,Ferner Gesang,ferner_gesang,UNKNOWN,
gdc,x9rp.0,Nelke,nelke,UNKNOWN,
gdc,x9rp.0,Faust,faust,MALE,
gdc,x9rp.0,Der Dorfbarbier,der_dorfbarbier,MALE,
gdc,x9rp.0,Mönch,moench,MALE,
gdc,x9rp.0,Todtenblume,todtenblume,UNKNOWN,
gdc,x9rp.0,Großmutter,grossmutter,FEMALE,
gdc,x9rp.0,Lilie,lilie,UNKNOWN,
gdc,x9rp.0,Erster Verhüllter,erster_verhuellter,MALE,
gdc,x9rp.0,Erster Edelmann/Signore Scarabeo,erster_edelmann_signore_scarabeo,MALE,
gdc,x9rp.0,Die Verhüllten,die_verhuellten,MALE,
gdc,x9rp.0,Chorknaben,chorknaben,MALE,
gdc,x9rp.0,Pedronella,pedronella,FEMALE,
gdc,x9rp.0,Fiordiligi,fiordiligi,FEMALE,
gdc,x9rp.0,Ariels Gesang,ariels_gesang,MALE,
gdc,x9rp.0,Erster Bauer,erster_bauer,MALE,
gdc,x9rp.0,Zweiter Edelmann/Signor Formica,zweiter_edelmann_signor_formica,MALE,
gdc,x9rp.0,Pontifex,pontifex,MALE,
gdc,x9rp.0,Cactus,cactus,UNKNOWN,
gdc,x9rp.0,Zweiter Schatten,zweiter_schatten,UNKNOWN,
gdc,x9rp.0,Nereus,nereus,MALE,
gdc,x9rp.0,Sonnenblume,sonnenblume,UNKNOWN,
gdc,x9rp.0,Ruy Perez,ruy_perez,MALE,
gdc,x9rp.0,Satan/Ein rother Cavalier,satan_ein_rother_cavalier,MALE,
gdc,x9rp.0,Enkel,enkel,MALE,
gdc,x9rp.0,Geister der Luft,geister_der_luft,UNKNOWN,
gdc,x9rp.0,Stimme (Tempel),stimme_tempel,MALE,
gdc,x9rp.0,Der Wirth,der_wirth,MALE,
gdc,x9rp.0,Echostimmen,echostimmen,UNKNOWN,
gdc,x9rp.0,Stimmen über dem Hinauseilenden schwebend,stimmen_ueber_dem_hinauseilenden_schwebend,UNKNOWN,
gdc,x9rp.0,Donna Clara,donna_clara,FEMALE,
gdc,x9rp.0,Die blaue Blume,die_blaue_blume,UNKNOWN,
gdc,x9rp.0,Nachtwächter,nachtwaechter,MALE,
gdc,x9rp.0,Geisterstimmen,geisterstimmen,UNKNOWN,
gdc,x9rp.0,Balsamine,balsamine,UNKNOWN,
gdc,x9rp.0,Nachtviole,nachtviole,UNKNOWN,
